name,classification,total_count,male_count,female_count,male_share,female_share,rank,prop100k,source
Marco,male,106978,106725,253,0.997635,0.002365,528,35.419480169779355,census_2020_first_names_by_sex
Marlene,female,106957,136,106821,0.001272,0.998728,529,35.412527253445482,census_2020_first_names_by_sex
Spencer,male,106323,102390,3933,0.963009,0.036991,530,35.202615398413229,census_2020_first_names_by_sex
Tanya,female,105773,109,105664,0.001031,0.998969,531,35.020515208716482,census_2020_first_names_by_sex
Ronnie,male,105401,100005,5396,0.948805,0.051195,532,34.897349262230684,census_2020_first_names_by_sex
Charlie,neutral,104901,83356,21545,0.794616,0.205384,533,34.731803635233639,census_2020_first_names_by_sex
Joanna,female,104730,149,104581,0.001423,0.998577,534,34.67518703080065,census_2020_first_names_by_sex
Dolores,female,104660,1146,103514,0.010950,0.989050,535,34.652010643021065,census_2020_first_names_by_sex
Jeanne,female,104565,94,104471,0.000899,0.999101,536,34.620556973891631,census_2020_first_names_by_sex
Jessie,neutral,104536,45773,58763,0.437868,0.562132,537,34.610955327525801,census_2020_first_names_by_sex
Roberta,female,104467,302,104165,0.002891,0.997109,538,34.588110031000205,census_2020_first_names_by_sex
Maryann,female,104050,96,103954,0.000923,0.999077,539,34.450044978084669,census_2020_first_names_by_sex
Kylie,female,103241,406,102835,0.003933,0.996067,540,34.182192153603459,census_2020_first_names_by_sex
Darrell,male,103236,102809,427,0.995864,0.004136,541,34.180536697333487,census_2020_first_names_by_sex
Maya,female,103000,363,102637,0.003524,0.996476,542,34.102399161390878,census_2020_first_names_by_sex
Dakota,neutral,102684,72589,30095,0.706916,0.293084,543,33.997774325128752,census_2020_first_names_by_sex
Caitlin,female,102632,82,102550,0.000799,0.999201,544,33.980557579921062,census_2020_first_names_by_sex
Armando,male,102571,102382,189,0.998157,0.001843,545,33.960361013427416,census_2020_first_names_by_sex
Alma,female,102369,750,101619,0.007326,0.992674,546,33.893480580120617,census_2020_first_names_by_sex
Tommy,male,101695,100700,995,0.990216,0.009784,547,33.670325074928598,census_2020_first_names_by_sex
Olga,female,101653,189,101464,0.001859,0.998141,548,33.656419242260846,census_2020_first_names_by_sex
Tonya,female,100565,149,100416,0.001482,0.998518,549,33.296191957915283,census_2020_first_names_by_sex
Miranda,female,99796,202,99594,0.002024,0.997976,550,33.041582783593832,census_2020_first_names_by_sex
Sue,female,99611,649,98962,0.006515,0.993485,551,32.980330901604923,census_2020_first_names_by_sex
Nicolas,male,99604,99313,291,0.997078,0.002922,552,32.978013262826963,census_2020_first_names_by_sex
Jim,male,99345,98930,415,0.995823,0.004177,553,32.892260628042493,census_2020_first_names_by_sex
Brad,male,99078,98976,102,0.998971,0.001029,554,32.803859263226073,census_2020_first_names_by_sex
Juanita,female,98833,147,98686,0.001487,0.998513,555,32.722741905997523,census_2020_first_names_by_sex
Jeanette,female,98707,89,98618,0.000902,0.999098,556,32.681024407994272,census_2020_first_names_by_sex
Angelina,female,98695,173,98522,0.001753,0.998247,557,32.67705131294634,census_2020_first_names_by_sex
Jocelyn,female,98533,777,97756,0.007886,0.992114,558,32.623414529799298,census_2020_first_names_by_sex
Rick,male,98277,98118,159,0.998382,0.001618,559,32.538655168776813,census_2020_first_names_by_sex
Micah,neutral,97933,86609,11324,0.884370,0.115630,560,32.424759777402848,census_2020_first_names_by_sex
Marjorie,female,97802,114,97688,0.001166,0.998834,561,32.381386823129624,census_2020_first_names_by_sex
Charlene,female,97330,114,97216,0.001171,0.998829,562,32.225111751244413,census_2020_first_names_by_sex
Nina,female,96875,150,96725,0.001548,0.998452,563,32.074465230677099,census_2020_first_names_by_sex
Alberto,male,96609,96383,226,0.997661,0.002339,564,31.98639495711468,census_2020_first_names_by_sex
Brooklyn,female,96523,1327,95196,0.013748,0.986252,565,31.957921109271183,census_2020_first_names_by_sex
Louise,female,96368,1196,95172,0.012411,0.987589,566,31.906601964902102,census_2020_first_names_by_sex
Ariana,female,95572,186,95386,0.001946,0.998054,567,31.643053326722811,census_2020_first_names_by_sex
Josiah,male,95175,94735,440,0.995377,0.004623,568,31.511610098887157,census_2020_first_names_by_sex
Nolan,male,94520,94128,392,0.995853,0.004147,569,31.294745327521031,census_2020_first_names_by_sex
Margarita,female,93539,252,93287,0.002694,0.997306,570,30.969944807352835,census_2020_first_names_by_sex
Kara,female,93447,186,93261,0.001990,0.998010,571,30.939484411985376,census_2020_first_names_by_sex
Stella,female,93368,130,93238,0.001392,0.998608,572,30.913328202919846,census_2020_first_names_by_sex
Edith,female,92920,260,92660,0.002798,0.997202,573,30.764999321130492,census_2020_first_names_by_sex
Jerome,male,92865,92686,179,0.998072,0.001928,574,30.746789302160817,census_2020_first_names_by_sex
June,female,92671,1797,90874,0.019391,0.980609,575,30.682557598885968,census_2020_first_names_by_sex
Earl,male,92567,92326,241,0.997396,0.002604,576,30.648124108470579,census_2020_first_names_by_sex
Brandy,female,92449,1545,90904,0.016712,0.983288,577,30.609055340499282,census_2020_first_names_by_sex
Geraldine,female,92416,157,92259,0.001699,0.998301,578,30.598129329117477,census_2020_first_names_by_sex
Harper,female,92376,5172,87204,0.055989,0.944011,579,30.584885678957711,census_2020_first_names_by_sex
Alfred,male,92300,92143,157,0.998299,0.001701,580,30.559722743654163,census_2020_first_names_by_sex
Christy,female,91660,849,90811,0.009262,0.990738,581,30.347824341097944,census_2020_first_names_by_sex
Andy,male,91633,90123,1510,0.983521,0.016479,582,30.338884877240101,census_2020_first_names_by_sex
Loretta,female,91196,90,91106,0.000987,0.999013,583,30.19419799924469,census_2020_first_names_by_sex
Blanca,female,91179,195,90984,0.002139,0.997861,584,30.188569447926788,census_2020_first_names_by_sex
Clayton,male,91105,90877,228,0.997497,0.002503,585,30.164068695131228,census_2020_first_names_by_sex
Luz,female,90901,1050,89851,0.011551,0.988449,586,30.096526079316433,census_2020_first_names_by_sex
Mariah,female,90630,206,90424,0.002273,0.997727,587,30.006800349484035,census_2020_first_names_by_sex
Daisy,female,90387,196,90191,0.002168,0.997832,588,29.926345174763473,census_2020_first_names_by_sex
Katrina,female,90135,89,90046,0.000987,0.999013,589,29.842910178756966,census_2020_first_names_by_sex
Enrique,male,90043,89855,188,0.997912,0.002088,590,29.812449783389507,census_2020_first_names_by_sex
Alfredo,male,89731,89564,167,0.998139,0.001861,591,29.709149312143353,census_2020_first_names_by_sex
Constance,female,89619,137,89482,0.001529,0.998471,592,29.672067091696018,census_2020_first_names_by_sex
Meghan,female,89553,97,89456,0.001083,0.998917,593,29.650215068932404,census_2020_first_names_by_sex
Bethany,female,89509,92,89417,0.001028,0.998972,594,29.635647053756664,census_2020_first_names_by_sex
Natasha,female,89482,137,89345,0.001531,0.998469,595,29.626707589898821,census_2020_first_names_by_sex
Glenda,female,89345,115,89230,0.001287,0.998713,596,29.581348088101635,census_2020_first_names_by_sex
Juana,female,88951,417,88534,0.004688,0.995312,597,29.450898134027963,census_2020_first_names_by_sex
Whitney,female,88892,3397,85495,0.038215,0.961785,598,29.431363750042316,census_2020_first_names_by_sex
Cooper,male,88776,86831,1945,0.978091,0.021909,599,29.392957164579002,census_2020_first_names_by_sex
Natalia,female,88111,168,87943,0.001907,0.998093,600,29.172781480672935,census_2020_first_names_by_sex
Elias,male,88033,87649,384,0.995638,0.004362,601,29.146956362861392,census_2020_first_names_by_sex
Emmanuel,male,87988,87645,343,0.996102,0.003898,602,29.132057256431661,census_2020_first_names_by_sex
Priscilla,female,87905,95,87810,0.001081,0.998919,603,29.104576682350149,census_2020_first_names_by_sex
Darren,male,87892,87647,245,0.997212,0.002788,604,29.100272496048227,census_2020_first_names_by_sex
Preston,male,87761,87230,531,0.993949,0.006051,605,29.056899541775003,census_2020_first_names_by_sex
Makayla,female,87622,153,87469,0.001746,0.998254,606,29.010877857469822,census_2020_first_names_by_sex
Warren,male,87424,87186,238,0.997278,0.002722,607,28.945321789178998,census_2020_first_names_by_sex
Ariel,neutral,87270,25735,61535,0.294889,0.705111,608,28.894333736063906,census_2020_first_names_by_sex
Tanner,male,86959,84865,2094,0.975920,0.024080,609,28.791364356071746,census_2020_first_names_by_sex
Kate,female,86820,203,86617,0.002338,0.997662,610,28.745342671766565,census_2020_first_names_by_sex
Melody,female,86671,137,86534,0.001581,0.998419,611,28.696010074921446,census_2020_first_names_by_sex
Lance,male,86540,86375,165,0.998093,0.001907,612,28.652637120648222,census_2020_first_names_by_sex
Marsha,female,86245,118,86127,0.001368,0.998632,613,28.554965200719966,census_2020_first_names_by_sex
Sophie,female,86141,119,86022,0.001381,0.998619,614,28.520531710304581,census_2020_first_names_by_sex
Grayson,male,86122,82382,3740,0.956573,0.043427,615,28.514240976478693,census_2020_first_names_by_sex
Sierra,female,85582,210,85372,0.002454,0.997546,616,28.33545169932189,census_2020_first_names_by_sex
Brendan,male,85406,85122,284,0.996675,0.003325,617,28.277179638618929,census_2020_first_names_by_sex
Arlene,female,85381,130,85251,0.001523,0.998477,618,28.268902357269077,census_2020_first_names_by_sex
Gerardo,male,85111,84957,154,0.998191,0.001809,619,28.179507718690672,census_2020_first_names_by_sex
Layla,female,84915,117,84798,0.001378,0.998622,620,28.114613832907832,census_2020_first_names_by_sex
Brady,male,84835,83086,1749,0.979384,0.020616,621,28.088126532588305,census_2020_first_names_by_sex
Brandi,female,84737,187,84550,0.002207,0.997793,622,28.055679589696883,census_2020_first_names_by_sex
Kendra,female,84524,193,84331,0.002283,0.997717,623,27.985157152596145,census_2020_first_names_by_sex
Micheal,male,84520,83358,1162,0.986252,0.013748,624,27.983832787580166,census_2020_first_names_by_sex
Irma,female,84440,151,84289,0.001788,0.998212,625,27.957345487260639,census_2020_first_names_by_sex
Arturo,male,84408,84253,155,0.998164,0.001836,626,27.946750567132831,census_2020_first_names_by_sex
Vickie,female,84330,105,84225,0.001245,0.998755,627,27.920925449321288,census_2020_first_names_by_sex
Alexandria,female,84197,232,83965,0.002755,0.997245,628,27.876890312540077,census_2020_first_names_by_sex
Abraham,male,84024,83825,199,0.997632,0.002368,629,27.819611525599104,census_2020_first_names_by_sex
Jade,female,83708,4841,78867,0.057832,0.942168,630,27.714986689336971,census_2020_first_names_by_sex
Kerry,neutral,83556,38345,45211,0.458914,0.541086,631,27.664660818729867,census_2020_first_names_by_sex
Rene,neutral,83545,65098,18447,0.779197,0.220803,632,27.661018814935936,census_2020_first_names_by_sex
Tracey,female,83398,6297,77101,0.075505,0.924495,633,27.612348400598805,census_2020_first_names_by_sex
Maxwell,male,83285,82746,539,0.993528,0.006472,634,27.574935088897472,census_2020_first_names_by_sex
Leticia,female,83202,128,83074,0.001538,0.998462,635,27.547454514815964,census_2020_first_names_by_sex
Mildred,female,83139,151,82988,0.001816,0.998184,636,27.526595765814335,census_2020_first_names_by_sex
Jaden,neutral,83104,70518,12586,0.848551,0.151449,637,27.515007571924542,census_2020_first_names_by_sex
Kendall,neutral,83086,26747,56339,0.321919,0.678081,638,27.509047929352651,census_2020_first_names_by_sex
Clarence,male,82717,82429,288,0.996518,0.003482,639,27.38687525662883,census_2020_first_names_by_sex
Leonardo,male,82530,82330,200,0.997577,0.002423,640,27.324961192131937,census_2020_first_names_by_sex
Bernard,male,82518,82375,143,0.998267,0.001733,641,27.320988097084008,census_2020_first_names_by_sex
Ashton,neutral,82425,65183,17242,0.790816,0.209184,642,27.290196610462559,census_2020_first_names_by_sex
Madelyn,female,82365,132,82233,0.001603,0.998397,643,27.270331135222911,census_2020_first_names_by_sex
Gladys,female,81883,145,81738,0.001771,0.998229,644,27.110745150797761,census_2020_first_names_by_sex
Jan,neutral,81839,25968,55871,0.317306,0.682694,645,27.096177135622021,census_2020_first_names_by_sex
Penny,female,81497,210,81287,0.002577,0.997423,646,26.982943926756043,census_2020_first_names_by_sex
Cristina,female,81417,171,81246,0.002100,0.997900,647,26.956456626436516,census_2020_first_names_by_sex
Bridget,female,81356,97,81259,0.001192,0.998808,648,26.936260059942878,census_2020_first_names_by_sex
Zoey,female,81220,266,80954,0.003275,0.996725,649,26.891231649399682,census_2020_first_names_by_sex
Neil,male,81118,80919,199,0.997547,0.002453,650,26.857460341492288,census_2020_first_names_by_sex
Toni,female,81026,1779,79247,0.021956,0.978044,651,26.826999946124833,census_2020_first_names_by_sex
Leon,male,80997,80671,326,0.995975,0.004025,652,26.817398299759002,census_2020_first_names_by_sex
Carole,female,80915,73,80842,0.000902,0.999098,653,26.790248816931484,census_2020_first_names_by_sex
Santiago,male,80841,80547,294,0.996363,0.003637,654,26.765748064135927,census_2020_first_names_by_sex
Iris,female,80798,388,80410,0.004802,0.995198,655,26.751511140214181,census_2020_first_names_by_sex
Silvia,female,80787,155,80632,0.001919,0.998081,656,26.747869136420245,census_2020_first_names_by_sex
Pablo,male,80699,80526,173,0.997856,0.002144,657,26.718733106068765,census_2020_first_names_by_sex
Arianna,female,80594,115,80479,0.001427,0.998573,658,26.683968524399386,census_2020_first_names_by_sex
Felix,male,80554,79502,1052,0.986940,0.013060,659,26.670724874239625,census_2020_first_names_by_sex
Hazel,female,80463,578,79885,0.007183,0.992817,660,26.640595570126163,census_2020_first_names_by_sex
Salvador,male,80151,80006,145,0.998191,0.001809,661,26.537295098880008,census_2020_first_names_by_sex
Drew,male,80031,73127,6904,0.913733,0.086267,662,26.497564148400716,census_2020_first_names_by_sex
Briana,female,79981,165,79816,0.002063,0.997937,663,26.481009585701013,census_2020_first_names_by_sex
Dianne,female,79711,64,79647,0.000803,0.999197,664,26.391614947122608,census_2020_first_names_by_sex
Roman,male,79669,78766,903,0.988666,0.011334,665,26.377709114454852,census_2020_first_names_by_sex
Marion,neutral,79603,23464,56139,0.294763,0.705237,666,26.355857091691249,census_2020_first_names_by_sex
Daniela,female,78946,267,78679,0.003382,0.996618,667,26.138330137817128,census_2020_first_names_by_sex
Clifford,male,78907,78713,194,0.997541,0.002459,668,26.12541757891136,census_2020_first_names_by_sex
Devon,neutral,78789,60541,18248,0.768394,0.231606,669,26.086348810940063,census_2020_first_names_by_sex
Jillian,female,78761,183,78578,0.002323,0.997677,670,26.077078255828223,census_2020_first_names_by_sex
Karina,female,78579,136,78443,0.001731,0.998269,671,26.016819647601299,census_2020_first_names_by_sex
Damian,male,78536,78204,332,0.995773,0.004227,672,26.002582723679556,census_2020_first_names_by_sex
Alejandra,female,78499,425,78074,0.005414,0.994586,673,25.990332347281772,census_2020_first_names_by_sex
Gordon,male,78487,78334,153,0.998051,0.001949,674,25.986359252233846,census_2020_first_names_by_sex
Erick,male,78395,78106,289,0.996314,0.003686,675,25.955898856866391,census_2020_first_names_by_sex
Nelson,male,78256,77934,322,0.995885,0.004115,676,25.90987717256121,census_2020_first_names_by_sex
Felicia,female,78101,95,78006,0.001216,0.998784,677,25.858558028192128,census_2020_first_names_by_sex
Johnathan,male,78090,77930,160,0.997951,0.002049,678,25.854916024398193,census_2020_first_names_by_sex
Franklin,male,78051,77798,253,0.996759,0.003241,679,25.842003465492425,census_2020_first_names_by_sex
Bill,male,77823,77523,300,0.996145,0.003855,680,25.766514659581777,census_2020_first_names_by_sex
Miles,male,77427,77040,387,0.995002,0.004998,681,25.635402523000117,census_2020_first_names_by_sex
Skylar,neutral,77387,15359,62028,0.198470,0.801530,682,25.622158872840355,census_2020_first_names_by_sex
Kennedy,female,77115,6742,70373,0.087428,0.912572,683,25.532102051753956,census_2020_first_names_by_sex
Kay,female,77013,2343,74670,0.030423,0.969577,684,25.498330743846566,census_2020_first_names_by_sex
Kristine,female,76927,55,76872,0.000715,0.999285,685,25.469856896003069,census_2020_first_names_by_sex
Georgia,female,76256,152,76104,0.001993,0.998007,686,25.247694664573039,census_2020_first_names_by_sex
Jaxon,male,76200,75845,355,0.995341,0.004659,687,25.22915355434937,census_2020_first_names_by_sex
Hope,female,75724,411,75313,0.005428,0.994572,688,25.071554117448184,census_2020_first_names_by_sex
Sandy,female,75709,6555,69154,0.086582,0.913418,689,25.066587748638273,census_2020_first_names_by_sex
Shelly,female,75244,917,74327,0.012187,0.987813,690,24.912630315531022,census_2020_first_names_by_sex
Sadie,female,75243,134,75109,0.001781,0.998219,691,24.912299224277032,census_2020_first_names_by_sex
Rachael,female,75096,97,74999,0.001292,0.998708,692,24.8636288099399,census_2020_first_names_by_sex
Kurt,male,74867,74815,52,0.999305,0.000695,693,24.787808912775255,census_2020_first_names_by_sex
Gwendolyn,female,74571,103,74468,0.001381,0.998619,694,24.689805901593004,census_2020_first_names_by_sex
Liliana,female,74435,94,74341,0.001263,0.998737,695,24.644777491049808,census_2020_first_names_by_sex
Isabelle,female,74125,97,74028,0.001309,0.998691,696,24.542139202311638,census_2020_first_names_by_sex
Ron,male,74027,73782,245,0.996690,0.003310,697,24.50969225942022,census_2020_first_names_by_sex
Gustavo,male,73690,73545,145,0.998032,0.001968,698,24.398114506824214,census_2020_first_names_by_sex
Candace,female,73527,66,73461,0.000898,0.999102,699,24.344146632423179,census_2020_first_names_by_sex
Karl,male,73518,73302,216,0.997062,0.002938,700,24.341166811137231,census_2020_first_names_by_sex
Alvin,male,72962,72755,207,0.997163,0.002837,701,24.157080073916518,census_2020_first_names_by_sex
Glen,male,72858,72412,446,0.993879,0.006121,702,24.122646583501133,census_2020_first_names_by_sex
Marina,female,72807,144,72663,0.001978,0.998022,703,24.105760929547436,census_2020_first_names_by_sex
Collin,male,72614,72114,500,0.993114,0.006886,704,24.041860317526577,census_2020_first_names_by_sex
Maggie,female,72613,159,72454,0.002190,0.997810,705,24.041529226272583,census_2020_first_names_by_sex
Jody,neutral,72569,23672,48897,0.326200,0.673800,706,24.026961211096847,census_2020_first_names_by_sex
Camila,female,72537,196,72341,0.002702,0.997298,707,24.016366290969032,census_2020_first_names_by_sex
Violet,female,72518,104,72414,0.001434,0.998566,708,24.010075557143146,census_2020_first_names_by_sex
Abby,female,72431,375,72056,0.005177,0.994823,709,23.981270618045659,census_2020_first_names_by_sex
Bianca,female,72256,125,72131,0.001730,0.998270,710,23.923329648596695,census_2020_first_names_by_sex
Israel,male,72115,70999,1116,0.984525,0.015475,711,23.876645781783527,census_2020_first_names_by_sex
Duane,male,71865,71491,374,0.994796,0.005204,712,23.793872968285008,census_2020_first_names_by_sex
Payton,neutral,71786,21484,50302,0.299278,0.700722,713,23.767716759219475,census_2020_first_names_by_sex
Mathew,male,71761,71605,156,0.997826,0.002174,714,23.75943947786962,census_2020_first_names_by_sex
Jodi,female,71748,741,71007,0.010328,0.989672,715,23.755135291567697,census_2020_first_names_by_sex
Lucia,female,71628,195,71433,0.002722,0.997278,716,23.715404341088409,census_2020_first_names_by_sex
Herbert,male,71489,71373,116,0.998377,0.001623,717,23.669382656783231,census_2020_first_names_by_sex
Maurice,male,71289,70568,721,0.989886,0.010114,718,23.603164405984412,census_2020_first_names_by_sex
Monique,female,71263,152,71111,0.002133,0.997867,719,23.594556033380567,census_2020_first_names_by_sex
Marcos,male,71178,70916,262,0.996319,0.003681,720,23.566413276791071,census_2020_first_names_by_sex
Angie,female,70858,222,70636,0.003133,0.996867,721,23.460464075512959,census_2020_first_names_by_sex
Sherri,female,70746,43,70703,0.000608,0.999392,722,23.423381855065625,census_2020_first_names_by_sex
Summer,female,70693,212,70481,0.002999,0.997001,723,23.405834018603937,census_2020_first_names_by_sex
Ellie,female,70661,497,70164,0.007034,0.992966,724,23.395239098476129,census_2020_first_names_by_sex
Pauline,female,70447,113,70334,0.001604,0.998396,725,23.324385570121393,census_2020_first_names_by_sex
Misty,female,70424,74,70350,0.001051,0.998949,726,23.316770471279529,census_2020_first_names_by_sex
Trinity,female,70213,2092,68121,0.029795,0.970205,727,23.246910216686778,census_2020_first_names_by_sex
Desiree,female,69937,94,69843,0.001344,0.998656,728,23.155529030584407,census_2020_first_names_by_sex
Sheryl,female,69911,102,69809,0.001459,0.998541,729,23.146920657980562,census_2020_first_names_by_sex
Allan,male,69671,69523,148,0.997876,0.002124,730,23.067458757021981,census_2020_first_names_by_sex
Raquel,female,69611,344,69267,0.004942,0.995058,731,23.047593281782337,census_2020_first_names_by_sex
Kristi,female,69585,180,69405,0.002587,0.997413,732,23.038984909178488,census_2020_first_names_by_sex
Ken,male,69582,69073,509,0.992685,0.007315,733,23.037991635416507,census_2020_first_names_by_sex
Brittney,female,69444,125,69319,0.001800,0.998200,734,22.992301042365323,census_2020_first_names_by_sex
Ali,neutral,69302,55928,13374,0.807019,0.192981,735,22.945286084298164,census_2020_first_names_by_sex
Carolina,female,69296,133,69163,0.001919,0.998081,736,22.943299536774198,census_2020_first_names_by_sex
Aaliyah,female,69241,128,69113,0.001849,0.998151,737,22.925089517804526,census_2020_first_names_by_sex
Meredith,female,69215,1533,67682,0.022148,0.977852,738,22.916481145200677,census_2020_first_names_by_sex
Edna,female,68962,105,68857,0.001523,0.998477,739,22.832715057940174,census_2020_first_names_by_sex
Reginald,male,68879,68712,167,0.997575,0.002425,740,22.805234483858666,census_2020_first_names_by_sex
Dalton,male,68878,68493,385,0.994410,0.005590,741,22.804903392604672,census_2020_first_names_by_sex
Gilbert,male,68862,68707,155,0.997749,0.002251,742,22.799605932540764,census_2020_first_names_by_sex
Cristian,male,68806,67297,1509,0.978069,0.021931,743,22.781064822317099,census_2020_first_names_by_sex
Simon,male,68780,68343,437,0.993646,0.006354,744,22.77245644971325,census_2020_first_names_by_sex
Kaleb,male,68291,68035,256,0.996251,0.003749,745,22.610552826510144,census_2020_first_names_by_sex
Becky,female,68256,72,68184,0.001055,0.998945,746,22.598964632620351,census_2020_first_names_by_sex
Ernesto,male,68243,68131,112,0.998359,0.001641,747,22.594660446318425,census_2020_first_names_by_sex
Breanna,female,68070,75,67995,0.001102,0.998898,748,22.537381659377449,census_2020_first_names_by_sex
Dave,male,67929,67743,186,0.997262,0.002738,749,22.490697792564283,census_2020_first_names_by_sex
Leroy,male,67707,67604,103,0.998479,0.001521,750,22.417195534177598,census_2020_first_names_by_sex
Harrison,male,67132,66779,353,0.994742,0.005258,751,22.226818063130999,census_2020_first_names_by_sex
Brody,male,67093,66788,305,0.995454,0.004546,752,22.213905504225227,census_2020_first_names_by_sex
Aurora,female,66923,133,66790,0.001987,0.998013,753,22.157619991046232,census_2020_first_names_by_sex
Krista,female,66762,57,66705,0.000854,0.999146,754,22.104314299153184,census_2020_first_names_by_sex
Bella,female,66739,181,66558,0.002712,0.997288,755,22.096699200311321,census_2020_first_names_by_sex
Kelli,female,66659,162,66497,0.002430,0.997570,756,22.070211899991794,census_2020_first_names_by_sex
Lorenzo,male,66587,66401,186,0.997207,0.002793,757,22.04637332970422,census_2020_first_names_by_sex
Quinn,neutral,66536,31577,34959,0.474585,0.525415,758,22.029487675750524,census_2020_first_names_by_sex
Giovanni,male,66480,65746,734,0.988959,0.011041,759,22.010946565526854,census_2020_first_names_by_sex
Rebekah,female,66474,63,66411,0.000948,0.999052,760,22.008960018002888,census_2020_first_names_by_sex
Lincoln,male,66384,65058,1326,0.980025,0.019975,761,21.97916180514342,census_2020_first_names_by_sex
Juliana,female,65978,138,65840,0.002092,0.997908,762,21.844738756021822,census_2020_first_names_by_sex
Penelope,female,65806,64,65742,0.000973,0.999027,763,21.78779106033484,census_2020_first_names_by_sex
Mayra,female,65662,127,65535,0.001934,0.998066,764,21.74011391975969,census_2020_first_names_by_sex
Ayden,male,65628,63483,2145,0.967316,0.032684,765,21.728856817123891,census_2020_first_names_by_sex
Darryl,male,65344,64777,567,0.991323,0.008677,766,21.63482690098957,census_2020_first_names_by_sex
Hudson,male,65102,63802,1300,0.980031,0.019969,767,21.554702817523001,census_2020_first_names_by_sex
Jace,male,64943,64055,888,0.986326,0.013674,768,21.502059308137945,census_2020_first_names_by_sex
Scarlett,female,64822,100,64722,0.001543,0.998457,769,21.461997266404659,census_2020_first_names_by_sex
Lynda,female,64728,37,64691,0.000572,0.999428,770,21.430874688529212,census_2020_first_names_by_sex
Gene,male,64474,61917,2557,0.960341,0.039659,771,21.346777510014714,census_2020_first_names_by_sex
Bertha,female,64455,136,64319,0.002110,0.997890,772,21.340486776188826,census_2020_first_names_by_sex
Shaun,male,64418,61744,2674,0.958490,0.041510,773,21.328236399791049,census_2020_first_names_by_sex
Shelley,female,64253,720,63533,0.011206,0.988794,774,21.273606342882022,census_2020_first_names_by_sex
Gianna,female,64221,118,64103,0.001837,0.998163,775,21.263011422754211,census_2020_first_names_by_sex
Abel,male,63705,63422,283,0.995558,0.004442,776,21.092168335693263,census_2020_first_names_by_sex
Valeria,female,63605,136,63469,0.002138,0.997862,777,21.059059210293853,census_2020_first_names_by_sex
Jonah,male,63551,62767,784,0.987663,0.012337,778,21.041180282578175,census_2020_first_names_by_sex
Kristy,female,63534,73,63461,0.001149,0.998851,779,21.035551731260274,census_2020_first_names_by_sex
Lewis,male,63422,63105,317,0.995002,0.004998,780,20.998469510812935,census_2020_first_names_by_sex
Lloyd,male,63231,63025,206,0.996742,0.003258,781,20.935231081300067,census_2020_first_names_by_sex
Mateo,male,63143,62953,190,0.996991,0.003009,782,20.906095050948586,census_2020_first_names_by_sex
Mercedes,female,62850,674,62176,0.010724,0.989276,783,20.809085313528321,census_2020_first_names_by_sex
Genesis,female,62795,2203,60592,0.035082,0.964918,784,20.790875294558646,census_2020_first_names_by_sex
Krystal,female,62788,69,62719,0.001099,0.998901,785,20.788557655780686,census_2020_first_names_by_sex
Ramona,female,62766,146,62620,0.002326,0.997674,786,20.781273648192816,census_2020_first_names_by_sex
Dominique,neutral,62492,18085,44407,0.289397,0.710603,787,20.690554644598436,census_2020_first_names_by_sex
Belinda,female,62433,72,62361,0.001153,0.998847,788,20.671020260612789,census_2020_first_names_by_sex
Carly,female,62430,247,62183,0.003956,0.996044,789,20.670026986850804,census_2020_first_names_by_sex
Camille,female,62246,903,61343,0.014507,0.985493,790,20.609106196115892,census_2020_first_names_by_sex
Florence,female,62185,217,61968,0.003490,0.996510,791,20.58890962962225,census_2020_first_names_by_sex
Patsy,female,62123,1027,61096,0.016532,0.983468,792,20.568381971874619,census_2020_first_names_by_sex
Lorena,female,61919,94,61825,0.001518,0.998482,793,20.500839356059828,census_2020_first_names_by_sex
Guillermo,male,61844,61713,131,0.997882,0.002118,794,20.47600751201027,census_2020_first_names_by_sex
Noel,neutral,61698,48936,12762,0.793154,0.206846,795,20.427668188927132,census_2020_first_names_by_sex
Dora,female,61606,174,61432,0.002824,0.997176,796,20.397207793559677,census_2020_first_names_by_sex
Marian,female,61582,2562,59020,0.041603,0.958397,797,20.389261603463819,census_2020_first_names_by_sex
Asher,male,61307,60268,1039,0.983053,0.016947,798,20.298211508615445,census_2020_first_names_by_sex
Elise,female,61120,214,60906,0.003501,0.996499,799,20.236297444118549,census_2020_first_names_by_sex
Jacquelyn,female,60916,53,60863,0.000870,0.999130,800,20.168754828303758,census_2020_first_names_by_sex
Delores,female,60887,135,60752,0.002217,0.997783,801,20.159153181937928,census_2020_first_names_by_sex
Josue,male,60561,60322,239,0.996054,0.003946,802,20.051217433135857,census_2020_first_names_by_sex
Nevaeh,female,60298,317,59981,0.005257,0.994743,803,19.964140433335412,census_2020_first_names_by_sex
Candice,female,59920,42,59878,0.000701,0.999299,804,19.838987939325648,census_2020_first_names_by_sex
Cheyenne,female,59831,1942,57889,0.032458,0.967542,805,19.809520817720173,census_2020_first_names_by_sex
Caden,male,59387,58509,878,0.985216,0.014784,806,19.662516300946798,census_2020_first_names_by_sex
Ross,male,59341,58765,576,0.990293,0.009707,807,19.64728610326307,census_2020_first_names_by_sex
Hugo,male,59062,58968,94,0.998408,0.001592,808,19.554911643398722,census_2020_first_names_by_sex
Cora,female,58912,119,58793,0.002020,0.997980,809,19.505247955299609,census_2020_first_names_by_sex
Lucille,female,58884,90,58794,0.001528,0.998472,810,19.495977400187773,census_2020_first_names_by_sex
