name,classification,total_count,male_count,female_count,male_share,female_share,rank,prop100k,source
Vilma,female,19610,46,19564,0.002346,0.997654,1621,6.4926994908240312,census_2020_first_names_by_sex
Jewel,female,19581,1488,18093,0.075992,0.924008,1622,6.4830978444582028,census_2020_first_names_by_sex
Kody,male,19578,18914,664,0.966084,0.033916,1623,6.4821045706962206,census_2020_first_names_by_sex
Socorro,female,19525,1238,18287,0.063406,0.936594,1626,6.4645567342345336,census_2020_first_names_by_sex
Gillian,female,19505,194,19311,0.009946,0.990054,1627,6.4579349091546518,census_2020_first_names_by_sex
Jami,female,19459,759,18700,0.039005,0.960995,1628,6.4427047114709239,census_2020_first_names_by_sex
Benito,male,19429,19378,51,0.997375,0.002625,1629,6.4327719738511018,census_2020_first_names_by_sex
Nelly,female,19416,182,19234,0.009374,0.990626,1630,6.4284677875491782,census_2020_first_names_by_sex
Jase,male,19380,19227,153,0.992105,0.007895,1632,6.4165485024053917,census_2020_first_names_by_sex
Cash,male,19369,19187,182,0.990604,0.009396,1633,6.4129064986114566,census_2020_first_names_by_sex
Anton,male,19345,19282,63,0.996743,0.003257,1634,6.4049603085155979,census_2020_first_names_by_sex
Christi,female,19328,67,19261,0.003466,0.996534,1635,6.3993317571976984,census_2020_first_names_by_sex
Adalyn,female,19327,19,19308,0.000983,0.999017,1636,6.3990006659437046,census_2020_first_names_by_sex
Teddy,male,19310,18246,1064,0.944899,0.055101,1637,6.3933721146258051,census_2020_first_names_by_sex
Nayeli,female,19291,47,19244,0.002436,0.997564,1638,6.3870813807999172,census_2020_first_names_by_sex
Jefferson,male,19267,19197,70,0.996367,0.003633,1639,6.3791351907040585,census_2020_first_names_by_sex
Isaias,male,19228,19094,134,0.993031,0.006969,1640,6.3662226317982897,census_2020_first_names_by_sex
Chasity,female,19224,21,19203,0.001092,0.998908,1641,6.3648982667823137,census_2020_first_names_by_sex
Maryam,female,19209,34,19175,0.001770,0.998230,1642,6.3599318979724018,census_2020_first_names_by_sex
Tiara,female,19168,54,19114,0.002817,0.997183,1643,6.3463571565586445,census_2020_first_names_by_sex
Leeann,female,19154,21,19133,0.001096,0.998904,1644,6.3417218790027281,census_2020_first_names_by_sex
Tate,male,19139,17922,1217,0.936413,0.063587,1645,6.3367555101928161,census_2020_first_names_by_sex
Helene,female,19118,20,19098,0.001046,0.998954,1646,6.3298025938589397,census_2020_first_names_by_sex
Dalia,female,19080,53,19027,0.002778,0.997222,1647,6.3172211262071647,census_2020_first_names_by_sex
Maddison,female,19066,139,18927,0.007290,0.992710,1648,6.3125858486512483,census_2020_first_names_by_sex
Olive,female,19050,218,18832,0.011444,0.988556,1649,6.3072883885873425,census_2020_first_names_by_sex
Marisela,female,19047,33,19014,0.001733,0.998267,1650,6.3062951148253612,census_2020_first_names_by_sex
Gemma,female,19024,33,18991,0.001735,0.998265,1651,6.2986800159834964,census_2020_first_names_by_sex
Jarrett,male,19020,18882,138,0.992744,0.007256,1652,6.2973556509675195,census_2020_first_names_by_sex
Lorie,female,19014,85,18929,0.004470,0.995530,1653,6.2953691034435559,census_2020_first_names_by_sex
Darrel,male,18962,18856,106,0.994410,0.005590,1654,6.2781523582358627,census_2020_first_names_by_sex
Heriberto,male,18954,18929,25,0.998681,0.001319,1655,6.2755036282039107,census_2020_first_names_by_sex
Aldo,male,18932,18893,39,0.997940,0.002060,1656,6.2682196206160405,census_2020_first_names_by_sex
Kiera,female,18929,53,18876,0.002800,0.997200,1657,6.2672263468540592,census_2020_first_names_by_sex
Melisa,female,18912,28,18884,0.001481,0.998519,1658,6.2615977955361588,census_2020_first_names_by_sex
Jeri,female,18868,350,18518,0.018550,0.981450,1660,6.2470297803604193,census_2020_first_names_by_sex
Jeannine,female,18843,14,18829,0.000743,0.999257,1661,6.2387524990105669,census_2020_first_names_by_sex
Rylie,female,18814,1063,17751,0.056500,0.943500,1663,6.2291508526447386,census_2020_first_names_by_sex
Tamika,female,18804,42,18762,0.002234,0.997766,1664,6.2258399401047972,census_2020_first_names_by_sex
Maryjo,female,18800,12,18788,0.000638,0.999362,1665,6.2245155750888221,census_2020_first_names_by_sex
Rudolph,male,18795,18757,38,0.997978,0.002022,1666,6.2228601188188506,census_2020_first_names_by_sex
Lauryn,female,18761,37,18724,0.001972,0.998028,1668,6.2116030161830516,census_2020_first_names_by_sex
Ezequiel,male,18752,18700,52,0.997227,0.002773,1669,6.2086231948971049,census_2020_first_names_by_sex
Kaylie,female,18680,32,18648,0.001713,0.998287,1670,6.1847846246095317,census_2020_first_names_by_sex
Tatyana,female,18670,22,18648,0.001178,0.998822,1672,6.1814737120695904,census_2020_first_names_by_sex
Susanna,female,18587,12,18575,0.000646,0.999354,1674,6.1539931379880803,census_2020_first_names_by_sex
